1,0.000667,0.023673
2,0.001333,0.023779
3,0.001999,0.023885
4,0.002664,0.023991
5,0.003329,0.024097
10,0.006647,0.024627
20,0.013249,0.025688
30,0.019808,0.026749
40,0.026323,0.027809
50,-0.000000,-0.000000
100,-0.000000,-0.000000
150,-0.000000,-0.000000
200,-0.000000,-0.000000
500,-0.000000,-0.000000
1000,-0.000000,-0.000000
2000,-0.000000,-0.000000
3000,-0.000000,-0.000000
4000,-0.000000,-0.000000
5000,-0.000000,-0.000000
6000,-0.000000,-0.000000
7000,-0.000000,-0.000000
1000,-0.000000,-0.000000
